,id_x,id_android,speed,time_x,distance,rating,rating_bus,rating_weather,car_or_bus,linha,id_y,latitude,longitude,track_id,time_y
0,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,1,-10.9393413858164,-37.0627421097422,1,2014-09-13 07:24:32
1,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,2,-10.939341385769,-37.0627421097809,1,2014-09-13 07:24:37
2,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,3,-10.939323947871802,-37.062764513721206,1,2014-09-13 07:24:42
3,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,4,-10.9392105616561,-37.0628430455445,1,2014-09-13 07:24:47
4,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,5,-10.9389389789911,-37.062878598411295,1,2014-09-13 07:24:53
5,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,6,-10.938543591151399,-37.06283866313579,1,2014-09-13 07:24:59
6,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,7,-10.938346057650499,-37.062587562702106,1,2014-09-13 07:25:04
7,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,8,-10.938448445505099,-37.061999825152796,1,2014-09-13 07:25:10
8,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,9,-10.9386660746204,-37.0614989339645,1,2014-09-13 07:25:15
9,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,10,-10.938986228461301,-37.0608192197261,1,2014-09-13 07:25:21
10,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,11,-10.939342913189199,-37.0600866959415,1,2014-09-13 07:25:27
11,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,12,-10.9396414360875,-37.0595030996298,1,2014-09-13 07:25:32
12,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,13,-10.9398579141531,-37.0591213205945,1,2014-09-13 07:25:38
13,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,14,-10.940077290201799,-37.058729003239606,1,2014-09-13 07:25:43
14,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,15,-10.940389102130599,-37.058290875714896,1,2014-09-13 07:25:49
15,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,16,-10.940746380604699,-37.0579922269229,1,2014-09-13 07:25:54
16,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,17,-10.941179393612401,-37.0576397274353,1,2014-09-13 07:26:00
17,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,18,-10.9414799027875,-37.0573913752163,1,2014-09-13 07:26:06
18,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,19,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:12
19,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,20,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:18
20,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,21,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:23
21,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,22,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:28
22,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,23,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:33
23,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,24,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:38
24,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,25,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:44
25,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,26,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:49
26,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,27,-10.9415422095559,-37.05733795467,1,2014-09-13 07:26:55
27,1,0,19.2105856218409,0.138048888888889,2.6519999999999997,3,0,0,1,,28,-10.941742265885901,-37.05716593043461,1,2014-09-13 07:27:00
